Name,SHA1,Product,Description,ProductVersion,FileVersion,MachineType,Category,Usecase,LolDriversUrl
iobitunlocker.sys,c90d334d807a0dc7f15ecff38e8f0137a378504b,,,,,AMD64,vulnerable driver,Elevate privileges,https://www.loldrivers.io/drivers/e368efc7-cf69-47ae-8204-f69dac000b22/
iobitunlocker.sys,db649f5adb5e857b2167925f270df56e5f8e5612,,,,,AMD64,vulnerable driver,Elevate privileges,https://www.loldrivers.io/drivers/e368efc7-cf69-47ae-8204-f69dac000b22/
iobitunlocker.sys,338679dfda8828c6aa98e0a5c9fa9e0a1fe9e9e8,,,,,I386,vulnerable driver,Elevate privileges,https://www.loldrivers.io/drivers/e368efc7-cf69-47ae-8204-f69dac000b22/
iobitunlocker.sys,b589662db0d96993cd83e97b11e9238d3d70dc2d,,,,,AMD64,vulnerable driver,Elevate privileges,https://www.loldrivers.io/drivers/e368efc7-cf69-47ae-8204-f69dac000b22/
iobitunlocker.sys,2446597bd4fd1f67657425310bec5db5614a8616,IObitUnlocker,IObitUnlocker Driver,1.2.0.0,1.2.0.0 built by: WinDDK,I386,vulnerable driver,Elevate privileges,https://www.loldrivers.io/drivers/e368efc7-cf69-47ae-8204-f69dac000b22/
iobitunlocker.sys,7f4bef1dbc56974f36c25e37b344213d144ffcb4,IObitUnlocker,IObitUnlocker Driver,1.2.0.0,1.2.0.0 built by: WinDDK,AMD64,vulnerable driver,Elevate privileges,https://www.loldrivers.io/drivers/e368efc7-cf69-47ae-8204-f69dac000b22/
iobitunlocker.sys,7c6cad6a268230f6e08417d278dda4d66bb00d13,Unlocker,Unlocker Driver,1.3.0.10,1.3.0.10,AMD64,vulnerable driver,Elevate privileges,https://www.loldrivers.io/drivers/e368efc7-cf69-47ae-8204-f69dac000b22/
iobitunlocker.sys,40cfe5793a25722aaf47388f8059af53e77a4b22,IObitUnlocker,IObitUnlocker Driver,1.2.0.0,1.2.0.0 built by: WinDDK,AMD64,vulnerable driver,Elevate privileges,https://www.loldrivers.io/drivers/e368efc7-cf69-47ae-8204-f69dac000b22/
iobitunlocker.sys,8d404be8d892e5a073eca1d872a5023014dd0b73,IObitUnlocker,IObitUnlocker Driver,1.2.0.0,1.2.0.0 built by: WinDDK,AMD64,vulnerable driver,Elevate privileges,https://www.loldrivers.io/drivers/e368efc7-cf69-47ae-8204-f69dac000b22/
iobitunlocker.sys,8628a983d81e5df59187d3272b509a5a8e12137a,IObitUnlocker,IObitUnlocker Driver,1.2.0.0,1.2.0.0 built by: WinDDK,AMD64,vulnerable driver,Elevate privileges,https://www.loldrivers.io/drivers/e368efc7-cf69-47ae-8204-f69dac000b22/
iobitunlocker.sys,e1aa2dcd6702f26c14805bb117acfb4a99b9d673,IObitUnlocker,IObitUnlocker Driver,1.2.0.0,1.2.0.0 built by: WinDDK,I386,vulnerable driver,Elevate privileges,https://www.loldrivers.io/drivers/e368efc7-cf69-47ae-8204-f69dac000b22/
iobitunlocker.sys,abc5bbd11f26232bab2a68ecbff3cbb05f59701b,IObitUnlocker,IObitUnlocker Driver,1.2.0.0,1.2.0.0 built by: WinDDK,I386,vulnerable driver,Elevate privileges,https://www.loldrivers.io/drivers/e368efc7-cf69-47ae-8204-f69dac000b22/
iobitunlocker.sys,9e8c4fea1f2bc9fce1e08a6e0a448e567b504f66,IObitUnlocker,IObitUnlocker Driver,1.2.0.0,1.2.0.0 built by: WinDDK,I386,vulnerable driver,Elevate privileges,https://www.loldrivers.io/drivers/e368efc7-cf69-47ae-8204-f69dac000b22/
iobitunlocker.sys,d032ad51c9d12e08709e7b31ea705585a52cbf23,IObitUnlocker,IObitUnlocker Driver,1.2.0.0,1.2.0.0 built by: WinDDK,AMD64,vulnerable driver,Elevate privileges,https://www.loldrivers.io/drivers/e368efc7-cf69-47ae-8204-f69dac000b22/
iobitunlocker.sys,373d015e5faa183edc164821f68f6bf172f8b364,IObitUnlocker,IObitUnlocker Driver,1.2.0.0,1.2.0.0 built by: WinDDK,I386,vulnerable driver,Elevate privileges,https://www.loldrivers.io/drivers/e368efc7-cf69-47ae-8204-f69dac000b22/
iobitunlocker.sys,14488a51c38e647c2347928f675a167acec8fbd6,IObitUnlocker,IObitUnlocker Driver,1.2.0.0,1.2.0.0 built by: WinDDK,I386,vulnerable driver,Elevate privileges,https://www.loldrivers.io/drivers/e368efc7-cf69-47ae-8204-f69dac000b22/
