SourceID,Name,Status,RuleID,FilenamePatternCount,FilenameRegex,FilteredFilenameRegex,Reason,SourceRows
beyondtrust,BeyondTrust,Excluded,DR-MFT-RMM-227,0,,,No safe Windows filename indicator,1
beyondtrust__bomgar_,BeyondTrust (Bomgar),Generated,DR-MFT-RMM-023,5,^bomgar-pac-.*\.exe$|^bomgar-pac\.exe$|^bomgar-rdp\.exe$|^bomgar-scc-.*\.exe$|^bomgar-scc\.exe$,,,1
bitvise_ssh_client,Bitvise SSH Client,Generated,DR-MFT-RMM-024,1,^BvSshClient-Inst\.exe$,,,1
bitvise_ssh_server,Bitvise SSH Server,Generated,DR-MFT-RMM-228,1,^BvSshServer-Inst\.exe$,,,1
bluetrait,Bluetrait,Excluded,DR-MFT-RMM-229,0,,,No safe Windows filename indicator,1
centrastage__now_datto_,CentraStage (Now Datto),Generated,DR-MFT-RMM-026,2,^AEMAgent\.exe$|^CagService\.exe$,,,1
centurion,Centurion,Generated,DR-MFT-RMM-027,1,^ctiserv\.exe$,,,1
chicken__of_the_vnc_,Chicken (of the VNC),Excluded,DR-MFT-RMM-230,0,,,No safe Windows filename indicator,1
chrome_remote_desktop,Chrome Remote Desktop,Generated,DR-MFT-RMM-028,2,^remoting_host\.exe$|^remote_host\.exe$,,,1
chrome_ssh_extension,Chrome SSH Extension,Excluded,DR-MFT-RMM-231,0,,,No safe Windows filename indicator,1
cloudflare_tunnel,CloudFlare Tunnel,Generated,DR-MFT-RMM-029,1,^cloudflared\.exe$,,,1
comodo_rmm,Comodo RMM,Generated,DR-MFT-RMM-232,2,^itsmagent\.exe$|^rviewer\.exe$,,,1
connectwise,ConnectWise,Excluded,DR-MFT-RMM-233,0,,,No safe Windows filename indicator,1
connectwise_automate__labtech_,Connectwise Automate (LabTech),Generated,DR-MFT-RMM-031,3,^ltsvc\.exe$|^ltsvcmon\.exe$|^lttray\.exe$,,,1
connectwise_control,ConnectWise Control,Generated,DR-MFT-RMM-032,3,^connectwisechat-customer\.exe$|^connectwisecontrol\.client\.exe$|^screenconnect\.windowsclient\.exe$,,,1
controlio,Controlio,Generated,DR-MFT-RMM-234,6,^bbl\.exe$|^weCliboardListener\.exe$|^weInstSvc\.exe$|^wemonc\.exe$|^weprtct\.exe$|^wesvc\.exe$,^libeay32\.dll$|^ssleay32\.dll$,Filtered ambiguous or non-specific filename indicators,1
crossloop,CrossLoop,Generated,DR-MFT-RMM-033,3,^CrossLoopConnect\.exe$|^WinVNCStub\.exe$|^crossloopservice\.exe$,,,1
crosstec_remote_control,CrossTec Remote Control,Generated,DR-MFT-RMM-034,2,^PCIVIDEO\.EXE$|^supporttool\.exe$,,,1
cruzcontrol,CruzControl,Excluded,DR-MFT-RMM-235,0,,,No safe Windows filename indicator,1
dameware,DameWare,Generated,DR-MFT-RMM-036,7,^dwrcst\.exe$|^DameWare Mini Remote Control.*\.exe$|^DameWare Remote Support\.exe$|^SolarWinds-Dameware-DRS.*\.exe$|^SolarWinds-Dameware-MRC.*\.exe$|^dntus.*\.exe$|^dwrcs\.exe$,,,1
dataplicity,Dataplicity,Excluded,DR-MFT-RMM-236,0,,,No safe Windows filename indicator,1
deskday,DeskDay,Generated,DR-MFT-RMM-037,1,^ultimate_.*\.exe$,,,1
desknets,DeskNets,Excluded,DR-MFT-RMM-237,0,,,No safe Windows filename indicator,1
deskshare,DeskShare,Generated,DR-MFT-RMM-038,2,^DSGuest\.exe$|^TeamTaskManager\.exe$,,,1
desktopnow,DesktopNow,Generated,DR-MFT-RMM-039,1,^desktopnow\.exe$,,,1
dev_tunnels__aka_visual_studio_dev_tunnel_,Dev Tunnels (aka Visual Studio Dev Tunnel),Excluded,DR-MFT-RMM-238,0,,,No safe Windows filename indicator,1
devolutions_remote_desktop_manager,Devolutions Remote Desktop Manager,Generated,DR-MFT-RMM-239,1,^RemoteDesktopManager\.exe$,,,1
distant_desktop,Distant Desktop,Generated,DR-MFT-RMM-040,2,^ddsystem\.exe$|^distant-desktop\.exe$,,,1
domotz,Domotz,Generated,DR-MFT-RMM-041,6,^Domotz Pro Desktop App Setup.*\.exe$|^Domotz Pro Desktop App\.exe$|^domotz-windows.*\.exe$|^domotz.*\.exe$|^domotz\.exe$|^domotz_bash\.exe$,,,1
dragondisk,DragonDisk,Generated,DR-MFT-RMM-042,1,^DragonDisk\.exe$,,,1
duet_display,Duet Display,Generated,DR-MFT-RMM-240,3,^DuetDisp\.exe$|^DuetSetup\.exe$|^duet\.exe$,,,1
duplicati,Duplicati,Generated,DR-MFT-RMM-043,1,^Duplicati\.Server\.exe$,,,1
dw_service,DW Service,Generated,DR-MFT-RMM-044,3,^dwagent\.exe$|^dwaglnc\.exe$|^dwagsvc\.exe$,,,1
echoware,Echoware,Generated,DR-MFT-RMM-045,2,^echoserver.*\.exe$|^echoware\.dll$,,,1
ehorus,eHorus,Generated,DR-MFT-RMM-046,5,^ehorus standalone\.exe$|^ehorus_agent\.exe$|^ehorus_cmd\.exe$|^ehorus_launcher\.exe$|^ehorus_uit\.exe$,,,1
electric_ai__kaseya_,Electric AI (Kaseya),Excluded,DR-MFT-RMM-241,0,,,No safe Windows filename indicator,1
emco_remote_console,EMCO Remote Console,Generated,DR-MFT-RMM-048,1,^remoteconsole\.exe$,,,1
encapto,Encapto,Excluded,DR-MFT-RMM-242,0,,,No safe Windows filename indicator,1
ericom_accessnow,Ericom AccessNow,Generated,DR-MFT-RMM-243,2,^accessserver.*\.exe$|^accessserver\.exe$,,,1
ericom_connect,Ericom Connect,Generated,DR-MFT-RMM-244,2,^EricomConnectRemoteHost.*\.exe$|^ericomconnnectconfigurationtool\.exe$,,,1
eset_remote_administrator,ESET Remote Administrator,Generated,DR-MFT-RMM-245,5,^ERAAgent\.exe$|^einstaller\.exe$|^era\.exe$|^eratool\.exe$|^ezhelp.*\.exe$,,,1
extraputty,ExtraPuTTY,Generated,DR-MFT-RMM-053,1,^ExtraPuTTY-0\.30-2016-01-28-installer\.exe$,,,1
ezhelp,ezHelp,Generated,DR-MFT-RMM-054,3,^ezHelpManager\.exe$|^ezhelpclient\.exe$|^ezhelpclientmanager\.exe$,,,1
faronics_core,Faronics Core,Generated,DR-MFT-RMM-246,3,^CoreAgentService\.exe$|^FaronicsCoreAgent\.exe$|^FCAForStartupMonitor\.msi$,,,1
faronics_deep_freeze,Faronics Deep Freeze,Generated,DR-MFT-RMM-247,8,^DFC\.exe$|^DFServEx\.exe$|^DFServ\.exe$|^DFWks\.exe$|^CloudWksInstall\.exe$|^DFInst\.exe$|^DFStdInstall\.exe$|^DFStd\.exe$,,,1
faronics_deploy,Faronics Deploy,Generated,DR-MFT-RMM-248,13,^FRCServer\.exe$|^FSSInstaller\.exe$|^FWAService\.exe$|^FWA_UI_Agent\.exe$|^FaronicsDeployAgent\.exe$|^FaronicsSA\.exe$|^MigrationHelper_32\.exe$|^MigrationHelper_64\.exe$|^ModulesUpgradeMgr\.exe$|^NotificationHelper\.exe$|^UserNotificationHelper\.exe$|^CloudWksInstall\.exe$|^FWAWebInstaller_.*\.exe$,,,1
faronics_insight,Faronics Insight,Generated,DR-MFT-RMM-249,9,^FIStudentAgent\.exe$|^FIStudentSvc\.exe$|^FIStudentUI\.exe$|^STAHelper\.exe$|^InsightSetup\.msi$|^InsightInstallerStudent\.exe$|^InsightInstallerTeacher\.exe$|^InsightInstaller\.exe$|^StudentSvc\.exe$,,,1
fastviewer,FastViewer,Generated,DR-MFT-RMM-055,3,^FastViewer\.exe$|^fastclient\.exe$|^fastmaster\.exe$,,,1
fixme.it,FixMe.it,Generated,DR-MFT-RMM-250,9,^FixMeit Client\.exe$|^FixMeit Expert Setup\.exe$|^FixMeit Unattended Access Setup\.exe$|^FixMeitClient.*\.exe$|^TiClientCore\.exe$|^TiClientHelper.*\.exe$|^TiExpertCore\.exe$|^TiExpertStandalone\.exe$|^fixmeitclient\.exe$,,,1
fleetdeck.io,FleetDeck.io,Generated,DR-MFT-RMM-251,7,^fleetdeck_agent\.exe$|^fleetdeck_agent_svc\.exe$|^fleetdeck-agent\.exe$|^fleetdeck_commander_launcher\.exe$|^fleetdeck_commander_svc\.exe$|^fleetdeck_installer\.exe$|^fleetdeck-agent\.msi$,^fd_agent\.dll$,Filtered ambiguous or non-specific filename indicators,1
fortra,Fortra,Excluded,DR-MFT-RMM-252,0,,,No safe Windows filename indicator,1
free_ping_tool,Free Ping Tool,Excluded,DR-MFT-RMM-253,0,,,No safe Windows filename indicator,1
free_tools_launcher,Free Tools Launcher,Excluded,DR-MFT-RMM-254,0,,,No safe Windows filename indicator,1
freenx,FreeNX,Generated,DR-MFT-RMM-059,1,^nxplayer\.exe$,,,1
freerdp,FreeRDP,Excluded,DR-MFT-RMM-255,0,,,No safe Windows filename indicator,1
freshservice,Freshservice,Generated,DR-MFT-RMM-256,10,^FSAgentAutoUpdate\.exe$|^FSAgentService\.exe$|^FSWmiScanner\.exe$|^Freshservice\.DiscoveryProbe\.ScanService\.exe$|^Freshservice\.DiscoveryProbe\.Window\.exe$|^plink\.exe$|^FSAgent\.msi$|^fs-probe-.*\.msi$|^fs-windows-agent-.*\.msi$|^win-installer-.*\.msi$,,,1
getscreen,GetScreen,Generated,DR-MFT-RMM-061,2,^getscreen-x86\.exe$|^getscreen\.upd\.exe$,,,1
glpi_agent,GLPI Agent,Excluded,DR-MFT-RMM-257,0,,,No safe Windows filename indicator,1
gorelo_rmm,Gorelo RMM,Excluded,DR-MFT-RMM-258,0,,,No safe Windows filename indicator,1
goto_opener,GoTo Opener,Excluded,DR-MFT-RMM-259,0,,,No safe Windows filename indicator,1
gotoassist,GoToAssist,Generated,DR-MFT-RMM-062,7,^GoTo Assist Opener\.exe$|^g2a.*\.exe$|^g2ax_comm_customer\.exe$|^g2mcomm\.exe$|^goto opener\.exe$|^gotoassist\.exe$|^g2mupdate\.com$,,,1
