DllName,Vendor,ExpectedLocation,ExecutablePath,Type,ExecutableSHA256,Url
python310.dll,Python,\\Program Files( \(x86\))?\\Python310|\\(Users\\[^\\]+|windows\\(System32|SysWOW64)\\config\\systemprofile)\\AppData\\[^\\]+\\Temp\\[^\\]+|\\Program Files( \(x86\))?\\DWAgent\\runtime|%USERPROFILE%\\anaconda3,pythonw\.exe|dwagent\.exe,Sideloading,,https://hijacklibs.net/entries/3rd_party/python/python310.html
python311.dll,Python,\\Program Files( \(x86\))?\\Python311|\\(Users\\[^\\]+|windows\\(System32|SysWOW64)\\config\\systemprofile)\\AppData\\[^\\]+\\Programs\\Python\\Python311,pythonw\.exe,Sideloading,24385D352B83222DC5AB92FA57B6649854ECD74DE378E279D8AC20A0B3B16009,https://hijacklibs.net/entries/3rd_party/python/python311.html
python39.dll,Python,\\Program Files( \(x86\))?\\Python39|\\(Users\\[^\\]+|windows\\(System32|SysWOW64)\\config\\systemprofile)\\AppData\\[^\\]+\\Temp\\[^\\]+|\\Program Files( \(x86\))?\\Microsoft Visual Studio\\2022\\Community\\Common7\\IDE\\CommonExtensions\\Microsoft\\VC\\SecurityIssueAnalysis\\python|%USERPROFILE%\\anaconda3,python39\.exe,Sideloading,,https://hijacklibs.net/entries/3rd_party/python/python39.html
qrt.dll,F-Secure,\\Program Files( \(x86\))?\\F-Secure\\Anti-Virus,qrtfix\.exe,Sideloading,,https://hijacklibs.net/entries/3rd_party/f-secure/qrt.html
qt5core.dll,Qt,\\Program Files( \(x86\))?\\Electronic Arts\\EA Desktop\\EA Desktop|\\Program Files( \(x86\))?\\Microsoft Onedrive\\[^\\]+|\\(Users\\[^\\]+|windows\\(System32|SysWOW64)\\config\\systemprofile)\\AppData\\[^\\]+\\Microsoft\\Onedrive\\[^\\]+|\\Program Files( \(x86\))?\\Dropbox\\Client\\[^\\]+|\\Program Files( \(x86\))?\\LogiOptionsPlus,\\Program Files( \(x86\))?\\Electronic Arts\\EA Desktop\\EA Desktop\\EASteamProxy\.exe,Sideloading,4e775b5fafb4e6d89a4694f8694d2b8b540534bd4a52ff42f70095f1c929160e,https://hijacklibs.net/entries/3rd_party/qt/qt5core.html
qt5network.dll,Qt,\\Program Files( \(x86\))?\\LSoft Technologies\\Active@ Data Studio|\\Program Files( \(x86\))?\\LSoft Technologies\\Active@ File Recovery|\\Program Files( \(x86\))?\\LSoft Technologies\\Active@ Disk Editor|\\Program Files( \(x86\))?\\LSoft Technologies\\Active@ Password Changer|\\Program Files( \(x86\))?\\LSoft Technologies\\Active@ ISO Manager|\\Program Files( \(x86\))?\\LSoft Technologies\\Active@ UNERASER|\\Program Files( \(x86\))?\\LSoft Technologies\\Active@ KillDisk 25|\\Program Files( \(x86\))?\\LSoft Technologies\\Active@ UNDELETE|\\Program Files( \(x86\))?\\LSoft Technologies\\Active@ Disk Monitor|\\Program Files( \(x86\))?\\LSoft Technologies\\Active@ Partition Manager,\\Program Files( \(x86\))?\\LSoft Technologies\\Active@ Password Changer\\PasswordChanger\.exe,Sideloading,6f7f390b2012e7dfef9fcbd673a4a0256e2e217b11831e9a27a9d460ba57c0d2,https://hijacklibs.net/entries/3rd_party/qt/qt5network.html
qtcorevbox4.dll,Oracle,\\Program Files( \(x86\))?\\Oracle\\VirtualBox,\\Program Files( \(x86\))?\\Oracle\\VirtualBox\\VBoxTestOGL\.exe,Sideloading,e631bf67c349ce3afc7d5960b0247af9466292bc314ff393dee0716f3a50fd5f,https://hijacklibs.net/entries/3rd_party/oracle/qtcorevbox4.html
qtgui4.dll,Qt,\\Program Files( \(x86\))?\\Audacity|\\Program Files( \(x86\))?\\AOMEI\\AOMEI Backupper\\[^\\]+,\\Program Files( \(x86\))?\\Audacity\\crashreporter\.exe|\\Program Files( \(x86\))?\\AOMEI\\AOMEI Backupper\\[^\\]+\\ShortcutTaskAgent\.exe,Sideloading,51de0b104e9ced3028a41d01dedf735809eb7f60888621027c7f00f0fcf9c834|7e6b2664f4417f5a8f981ced5f2eef867cb72bca990fe3864d76d878ff62cf52,https://hijacklibs.net/entries/3rd_party/qt/qtgui4.html
quickdeskband.dll,Lenovo,,lenovodesk\.exe,Sideloading,db0e5a869b63f4ee5ce17e58a35b42ecb9889f9ab4fb7d2d591ff029a0363751,https://hijacklibs.net/entries/3rd_party/lenovo/quickdeskband.html
radcui.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\wkspbroker\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/radcui.html
rasapi32.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\cmdl32\.exe|\\Windows\\System32\\nethost\.exe|\\Windows\\System32\\netsh\.exe|\\Windows\\System32\\rasdial\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/rasapi32.html
rasdlg.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\rasautou\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/rasdlg.html
rasman.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\cmdl32\.exe|\\Windows\\System32\\nethost\.exe|\\Windows\\System32\\netsh\.exe|\\Windows\\System32\\rasautou\.exe|\\Windows\\System32\\rasdial\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/rasman.html
rasmontr.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\netsh\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/rasmontr.html
rastls.dll,Symantec,\\Program Files( \(x86\))?\\Symantec\\Network Connected Devices Auto Setup|\\Windows\\System32,\\Program Files( \(x86\))?\\Symantec\\Network Connected Devices Auto Setup\\rastlsc\.exe,Sideloading,f9ebf6aeb3f0fb0c29bd8f3d652476cd1fe8bd9a0c11cb15c43de33bbce0bf68,https://hijacklibs.net/entries/3rd_party/symantec/rastls.html
rcdll.dll,Microsoft,\\Program Files( \(x86\))?\\Windows Kits\\10\\bin\\[^\\]+\\[^\\]+,\\Program Files( \(x86\))?\\Windows Kits\\10\\bin\\[^\\]+\\[^\\]+\\rc\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/external/rcdll.html
reagent.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\bootim\.exe|\\Windows\\System32\\reagentc\.exe|\\Windows\\System32\\recdisc\.exe|\\Windows\\System32\\recoverydrive\.exe|\\Windows\\System32\\relpost\.exe|\\Windows\\System32\\resetengine\.exe|\\Windows\\System32\\sdclt\.exe|\\Windows\\System32\\systemreset\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/reagent.html
regapi.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\change\.exe|\\Windows\\System32\\chglogon\.exe|\\Windows\\System32\\query\.exe|\\Windows\\System32\\reset\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/regapi.html
register.dll,IObit,\\Program Files( \(x86\))?\\IObit\\Driver Booster\\[^\\]+,\\Program Files( \(x86\))?\\IObit\\Driver Booster\\[^\\]+\\DriverBooster\.exe,Sideloading,8aed681ad8d660257c10d2f0e85ae673184055a341901643f27afc38e5ef8473,https://hijacklibs.net/entries/3rd_party/iobit/register.html
relay.dll,Canon,,UniversalInstaller\.exe,Sideloading,a05b592a971fe5011554013bcfe9a4aaf9cfc633bdd1fe3a8197f213d557b8d3,https://hijacklibs.net/entries/3rd_party/canon/relay.html
reseteng.dll,Microsoft,\\Windows\\System32,\\Windows\\System32\\bootim\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/reseteng.html
resetengine.dll,Microsoft,\\Windows\\System32,\\Windows\\System32\\resetengine\.exe|\\Windows\\System32\\systemreset\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/resetengine.html
resutils.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\dfsdiag\.exe|\\Windows\\System32\\msdtc\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/resutils.html
rjvplatform.dll,Microsoft,\\Windows\\System32\\SystemResetPlatform|\\Windows\\SysWOW64\\SystemResetPlatform,\\Windows\\System32\\SystemResetPlatform\\SystemResetPlatform\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/rjvplatform.html
rmclient.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\netsh\.exe|\\Windows\\System32\\runtimebroker\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/rmclient.html
rpcnsh.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\netsh\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/rpcnsh.html
rtl120.dll,iTop,\\Program Files( \(x86\))?\\DualSafe Password Manager,\\Program Files( \(x86\))?\\DualSafe Password Manager\\DPMInit\.exe,Sideloading,26a24d3b0206c6808615c7049859c2fe62c4dcd87e7858be40ae8112b0482616,https://hijacklibs.net/entries/3rd_party/itop/rtl120.html
rtutils.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\dialer\.exe|\\Windows\\System32\\nethost\.exe|\\Windows\\System32\\rasautou\.exe|\\Windows\\System32\\rasdial\.exe|\\Windows\\System32\\rasphone\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/rtutils.html
rtworkq.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\mdeserver\.exe|\\Windows\\System32\\mfpmp\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/rtworkq.html
rzlog4cpp_logger.dll,Razer,\\(Users\\[^\\]+|windows\\(System32|SysWOW64)\\config\\systemprofile)\\AppData\\[^\\]+\\razer\\InGameEngine\\cache\\RzFpsApplet,\\(Users\\[^\\]+|windows\\(System32|SysWOW64)\\config\\systemprofile)\\AppData\\[^\\]+\\razer\\InGameEngine\\cache\\RzFpsApplet\\RzCefRenderProcess\.exe,Sideloading,fb5edfcba99e2df2b7f6f40e8615f5cb247803180464e584161c7c91405aae4a,https://hijacklibs.net/entries/3rd_party/razer/rzlog4cpp_logger.html
safestore32.dll,Sophos,\\Program Files( \(x86\))?\\Sophos\\Sophos Anti-Virus,\\Program Files( \(x86\))?\\Sophos\\Sophos Anti-Virus\\ssr32\.exe,Sideloading,,https://hijacklibs.net/entries/3rd_party/sophos/safestore32.html
samcli.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\certutil\.exe|\\Windows\\System32\\change\.exe|\\Windows\\System32\\chglogon\.exe|\\Windows\\System32\\chgport\.exe|\\Windows\\System32\\credwiz\.exe|\\Windows\\System32\\dcdiag\.exe|\\Windows\\System32\\deviceenroller\.exe|\\Windows\\System32\\dpapimig\.exe|\\Windows\\System32\\easinvoker\.exe|\\Windows\\System32\\net\.exe|\\Windows\\System32\\net1\.exe|\\Windows\\System32\\netdom\.exe|\\Windows\\System32\\netplwiz\.exe|\\Windows\\System32\\query\.exe|\\Windows\\System32\\quser\.exe|\\Windows\\System32\\qwinsta\.exe|\\Windows\\System32\\raserver\.exe|\\Windows\\System32\\reset\.exe|\\Windows\\System32\\rwinsta\.exe|\\Windows\\System32\\systemsettingsadminflows\.exe|\\Windows\\System32\\tscon\.exe|\\Windows\\System32\\tskill\.exe|\\Windows\\System32\\wpcmon\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/samcli.html
samlib.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\dpapimig\.exe|\\Windows\\System32\\dsmgmt\.exe|\\Windows\\System32\\easinvoker\.exe|\\Windows\\System32\\netplwiz\.exe|\\Windows\\System32\\ntdsutil\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/samlib.html
sas.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\quickassist\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/sas.html
scansetting.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\wiaacmgr\.exe|\\Windows\\System32\\wiawow64\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/scansetting.html
scecli.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\convert\.exe|\\Windows\\System32\\secedit\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/scecli.html
schedcli.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\at\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/schedcli.html
secur32.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\appvclient\.exe|\\Windows\\System32\\calc\.exe|\\Windows\\System32\\certreq\.exe|\\Windows\\System32\\certutil\.exe|\\Windows\\System32\\computerdefaults\.exe|\\Windows\\System32\\dfsrdiag\.exe|\\Windows\\System32\\dsregcmd\.exe|\\Windows\\System32\\dsrm\.exe|\\Windows\\System32\\fodhelper\.exe|\\Windows\\System32\\gpresult\.exe|\\Windows\\System32\\klist\.exe|\\Windows\\System32\\msdt\.exe|\\Windows\\System32\\repadmin\.exe|\\Windows\\System32\\consent\.exe|\\Windows\\System32\\compmgmtlauncher\.exe|\\(Users\\[^\\]+|windows\\(System32|SysWOW64)\\config\\systemprofile)\\AppData\\[^\\]+\\microsoft\\onedrive\\[^\\]+\\microsoft\.sharepoint\.exe,Sideloading|Search Order,|24fa7502ba1933278e34fe0af4105d7fd997bdf2ceee440a9ff776c3186c285f,https://hijacklibs.net/entries/microsoft/built-in/secur32.html
security.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\telnet\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/security.html
sensapi.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Program Files( \(x86\))?\\Minecraft Launcher\\MinecraftLauncher\.exe|usysdiag\.exe,Sideloading,6511ef24c41cf20f707119dd40971420f1cd6f97f0e888b7d24b5e0dec9d5495|90040340ee101cac7831d7035230ac8ad4224d432e5636f34f13aa1c4a0c2041,https://hijacklibs.net/entries/microsoft/built-in/sensapi.html
sentinelagentcore.dll,SentinelOne,\\Program Files( \(x86\))?\\SentinelOne\\Sentinel Agent [^\\]+,\\Program Files( \(x86\))?\\SentinelOne\\Sentinel Agent [^\\]+\\SentinelBrowserNativeHost\.exe|\\Program Files( \(x86\))?\\SentinelOne\\Sentinel Agent [^\\]+\\SentinelAgentWorker\.exe,Sideloading,0d9dfc113712054d8595b50975efd9c68f4cb8960eca010076b46d2fba3d2754|be754c0950c015d5136029e05db65aca19952c51101554391b04ace47d2c82df,https://hijacklibs.net/entries/3rd_party/sentinelone/sentinelagentcore.html
shellchromeapi.dll,Microsoft,,\\Windows\\System32\\DeviceEnroller\.exe,Phantom,,https://hijacklibs.net/entries/microsoft/built-in/shellchromeapi.html
shellsel.ocx,Symantec,,symantec\.exe,Sideloading,61d1943f0b702f4c16bb37228ade1d8f0ef4675b480921950d026c82e4a65fde,https://hijacklibs.net/entries/3rd_party/symantec/shellsel.html
shfolder.dll,VMWare,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\VMNat\.exe,Sideloading,,https://hijacklibs.net/entries/3rd_party/vmware/shfolder.html
siteadv.dll,McAfee,\\Program Files( \(x86\))?\\SiteAdvisor\\[^\\]+,sideadv\.exe,Sideloading,d3a50abae9ab782b293d7e06c7cd518bbcec16df867f2bdcc106dec1e75dc80b,https://hijacklibs.net/entries/3rd_party/mcafee/siteadv.html
skinutils.dll,ICQ,\\Program Files( \(x86\))?\\ICQLite,\\Program Files( \(x86\))?\\ICQLite\\ICQLite\.exe,Sideloading,e6baea057b35e495a3fc3cdf3b95d503c3abc63c371fbb0067f1052798ce3601,https://hijacklibs.net/entries/3rd_party/icq/skinutils.html
slc.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\msinfo32\.exe|\\Windows\\System32\\netsh\.exe|\\Windows\\System32\\packageinspector\.exe|\\Windows\\System32\\phoneactivate\.exe|\\Windows\\System32\\slui\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/slc.html
smadhook32c.dll,Smadav,\\Program Files( \(x86\))?\\Smadav,\\Program Files( \(x86\))?\\Smadav\\SmadHook\.exe,Sideloading,4f54a6555a7a3bec84e8193d2ff9ae75eb7f06110505e78337fa2f515790a562,https://hijacklibs.net/entries/3rd_party/smadav/smadhook32c.html
snmpapi.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\arp\.exe|\\Windows\\System32\\netstat\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/snmpapi.html
spectrumsyncclient.dll,Microsoft,\\Windows\\System32,\\Windows\\System32\\spectrum\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/spectrumsyncclient.html
spp.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\rstrui\.exe|\\Windows\\System32\\sdclt\.exe|\\Windows\\System32\\srtasks\.exe|\\Windows\\System32\\wbengine\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/spp.html
sppc.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\msinfo32\.exe|\\Windows\\System32\\netsh\.exe|\\Windows\\System32\\packageinspector\.exe|\\Windows\\System32\\slui\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/sppc.html
sppcext.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\phoneactivate\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/sppcext.html
sqlite.dll,Adobe|SoftPerfect,\\Program Files( \(x86\))?\\Adobe\\Acrobat Reader DC\\Reader|\\Program Files( \(x86\))?\\Adobe\\Acrobat DC\\Acrobat|\\Program Files( \(x86\))?\\NetWorx,\\Program Files( \(x86\))?\\Adobe\\Acrobat Reader DC\\Reader\\AcroBroker\.exe|\\Program Files( \(x86\))?\\NetWorx\\networx\.exe,Sideloading,1f64f01063b26bf05d4b076d54816e54dacd08b7fd6e5bc9cc5d11a548ff2215|29345d9c6ff0106c9032b15e2c88f17bc8972ed843d1b5c044cf17d00f1d45c5,https://hijacklibs.net/entries/3rd_party/adobe/sqlite.html|https://hijacklibs.net/entries/3rd_party/softperfect/sqlite.html
srclient.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\srtasks\.exe|\\Windows\\System32\\tiworker\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/srclient.html
srcore.dll,Microsoft,\\Windows\\System32,\\Windows\\System32\\rstrui\.exe|\\Windows\\System32\\srtasks\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/srcore.html
srmtrace.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\dirquota\.exe|\\Windows\\System32\\filescrn\.exe|\\Windows\\System32\\storrept\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/srmtrace.html
srpapi.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\appidpolicyconverter\.exe|\\Windows\\System32\\mshta\.exe|\\Windows\\System32\\rdpclip\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/srpapi.html
srvcli.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\change\.exe|\\Windows\\System32\\chglogon\.exe|\\Windows\\System32\\chgport\.exe|\\Windows\\System32\\dcdiag\.exe|\\Windows\\System32\\dsdbutil\.exe|\\Windows\\System32\\driverquery\.exe|\\Windows\\System32\\eventcreate\.exe|\\Windows\\System32\\getmac\.exe|\\Windows\\System32\\gpresult\.exe|\\Windows\\System32\\ksetup\.exe|\\Windows\\System32\\net\.exe|\\Windows\\System32\\net1\.exe|\\Windows\\System32\\netdom\.exe|\\Windows\\System32\\ntdsutil\.exe|\\Windows\\System32\\openfiles\.exe|\\Windows\\System32\\query\.exe|\\Windows\\System32\\quser\.exe|\\Windows\\System32\\qwinsta\.exe|\\Windows\\System32\\reset\.exe|\\Windows\\System32\\rwinsta\.exe|\\Windows\\System32\\shrpubw\.exe|\\Windows\\System32\\spaceagent\.exe|\\Windows\\System32\\systempropertiesadvanced\.exe|\\Windows\\System32\\taskkill\.exe|\\Windows\\System32\\tasklist\.exe|\\Windows\\System32\\tscon\.exe|\\Windows\\System32\\tskill\.exe|\\Windows\\System32\\waitfor\.exe|\\Windows\\System32\\wbengine\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/srvcli.html
sspicli.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\at\.exe|\\Windows\\System32\\bitsadmin\.exe|\\Windows\\System32\\bootcfg\.exe|\\Windows\\System32\\calc\.exe|\\Windows\\System32\\certreq\.exe|\\Windows\\System32\\certutil\.exe|\\Windows\\System32\\computerdefaults\.exe|\\Windows\\System32\\credentialenrollmentmanager\.exe|\\Windows\\System32\\customshellhost\.exe|\\Windows\\System32\\deviceenroller\.exe|\\Windows\\System32\\dialer\.exe|\\Windows\\System32\\driverquery\.exe|\\Windows\\System32\\dsregcmd\.exe|\\Windows\\System32\\edpcleanup\.exe|\\Windows\\System32\\eduprintprov\.exe|\\Windows\\System32\\eventcreate\.exe|\\Windows\\System32\\fodhelper\.exe|\\Windows\\System32\\ftp\.exe|\\Windows\\System32\\getmac\.exe|\\Windows\\System32\\gpresult\.exe|\\Windows\\System32\\iesettingsync\.exe|\\Windows\\System32\\klist\.exe|\\Windows\\System32\\ksetup\.exe|\\Windows\\System32\\ldp\.exe|\\Windows\\System32\\logman\.exe|\\Windows\\System32\\mdeserver\.exe|\\Windows\\System32\\msdt\.exe|\\Windows\\System32\\mshta\.exe|\\Windows\\System32\\msra\.exe|\\Windows\\System32\\mstsc\.exe|\\Windows\\System32\\mtstocom\.exe|\\Windows\\System32\\muiunattend\.exe|\\Windows\\System32\\netdom\.exe|\\Windows\\System32\\netsh\.exe|\\Windows\\System32\\openfiles\.exe|\\Windows\\System32\\perfmon\.exe|\\Windows\\System32\\pinenrollmentbroker\.exe|\\Windows\\System32\\presentationsettings\.exe|\\Windows\\System32\\psr\.exe|\\Windows\\System32\\quickassist\.exe|\\Windows\\System32\\rdpsa\.exe|\\Windows\\System32\\rpcping\.exe|\\Windows\\System32\\runas\.exe|\\Windows\\System32\\sdclt\.exe|\\Windows\\System32\\setx\.exe|\\Windows\\System32\\shutdown\.exe|\\Windows\\System32\\systeminfo\.exe|\\Windows\\System32\\systemsettingsadminflows\.exe|\\Windows\\System32\\takeown\.exe|\\Windows\\System32\\taskkill\.exe|\\Windows\\System32\\tasklist\.exe|\\Windows\\System32\\waitfor\.exe|\\Windows\\System32\\whoami\.exe|\\Windows\\System32\\wkspbroker\.exe|\\Windows\\System32\\wlrmdr\.exe|\\(Users\\[^\\]+|windows\\(System32|SysWOW64)\\config\\systemprofile)\\AppData\\[^\\]+\\Microsoft\\OneDrive\\OneDrive\.exe|\\Program Files( \(x86\))?\\Microsoft OneDrive\\OneDrive\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/sspicli.html
ssshim.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\sfc\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/ssshim.html
staterepository.core.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\applytrustoffline\.exe|\\Windows\\System32\\lpremove\.exe|\\Windows\\System32\\systemsettingsadminflows\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/staterepository.core.html
sti.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Program Files( \(x86\))?\\Windows Photo Viewer\\ImagingDevices\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/sti.html
sxshared.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\defrag\.exe|\\Windows\\System32\\dfrgui\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/sxshared.html
symsrv.dll,Microsoft,\\Program Files( \(x86\))?\\Windows Kits\\10\\Debuggers\\[^\\]+,\\Program Files( \(x86\))?\\Windows Kits\\10\\Debuggers\\[^\\]+\\symstore\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/external/symsrv.html
systemsettingsthresholdadminflowui.dll,Microsoft,\\Windows\\System32,\\Windows\\System32\\systemsettingsadminflows\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/systemsettingsthresholdadminflowui.html
tapi32.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\dialer\.exe|\\Windows\\System32\\fxssvc\.exe|\\Windows\\System32\\tcmsetup\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/tapi32.html
tbb.dll,Intel,\\Program Files( \(x86\))?\\Adobe\\Adobe Photoshop CC [^\\]+,\\Program Files( \(x86\))?\\Adobe\\Adobe Photoshop CC [^\\]+\\AGF3DPrinterDriver\.exe,Sideloading,6a7a23891816196fa6a6966886bc14edf6cd1f1cc9d865e8dbed8b59adc7c7c2,https://hijacklibs.net/entries/3rd_party/intel/tbb.html
tbs.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\bootim\.exe|\\Windows\\System32\\mdmdiagnosticstool\.exe|\\Windows\\System32\\resetengine\.exe|\\Windows\\System32\\sgrmbroker\.exe|\\Windows\\System32\\systemreset\.exe|\\Windows\\System32\\tpmtool\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/tbs.html
tdh.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\plasrv\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/tdh.html
tedutil.dll,Microsoft,\\Program Files( \(x86\))?\\Microsoft SDKs\\Windows\\[^\\]+\\Bin,\\Program Files( \(x86\))?\\Microsoft SDKs\\Windows\\[^\\]+\\Bin\\TopoEdit\.exe,Sideloading,b874e5abdd7c008d47560fda4e84db893ac63c18c3a5a450d25f4e62ed8e8d8c,https://hijacklibs.net/entries/microsoft/external/tedutil.html
textshaping.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Program Files( \(x86\))?\\Windows Kits\\10\\Debuggers\\x64\\logger\.exe|\\Program Files( \(x86\))?\\Windows Kits\\10\\Debuggers\\x64\\logviewer\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/textshaping.html
timesync.dll,Microsoft,\\Windows\\System32,\\Windows\\System32\\systemsettingsadminflows\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/timesync.html
tmdbg64.dll,Trend Micro,\\(Users\\[^\\]+|windows\\(System32|SysWOW64)\\config\\systemprofile)\\AppData\\[^\\]+\\Temp\\ClnExtor\\PCCNT|\\Program Files( \(x86\))?\\Trend Micro\\Security Agent,\\Program Files( \(x86\))?\\Trend Micro\\Security Agent\\TmPfw\.exe,Sideloading,d54232565d5ed24955a9e7dbed5322ff4df26fa49bc5aff5cee698bb3608609f,https://hijacklibs.net/entries/3rd_party/trendmicro/tmdbg64.html
tmdbglog.dll,Trend Micro,\\Program Files( \(x86\))?\\Trend Micro\\Titanium,PtWatchDog\.exe,Sideloading,75f2e752983a9f46082e7b35820f23db577a5aff9ad946b05b0d3871a9df686b,https://hijacklibs.net/entries/3rd_party/trendmicro/tmdbglog.html
